id|campaignName|networkName|paramsFormation|deeplinkFormation|sourceUrl|sourceExtension|active
1d509ac9_NL|Puma NL|TradeDoubler|&epi={$refid}_{$extra_data1}|&url={$url}|http://pf.tradedoubler.com/export/export?myFeed=15994882482854292&myFormat=15940392602549962|csv|true
a3a683b8|Venca ES|TradeDoubler|&epi={$refid}_{$extra_data1}|&url={$url}|http://pf.tradedoubler.com/export/export?myFeed=15994925132549962&myFormat=15940392602549962|csv|true
9b87e66b|Banggood ES|TradeTracker|&tt=16944_12_271466_{$refid},{$extra_data}|&r={$url}|https://pf.tradetracker.net/?aid=271466&encoding=utf-8&type=csv&fid=670382&categoryType=2&additionalType=2&csvDelimiter=%3B&csvEnclosure=%22&filter_extended=1|csv|true
3178602a|Bauzaar IT|TradeTracker|&r={$refid},{$extra_data}|&u={$url}|https://pf.tradetracker.net/?aid=293529&encoding=utf-8&type=csv&fid=600171&categoryType=2&additionalType=2&csvDelimiter=%3B&csvEnclosure=%22&filter_extended=1|csv|true
ed2b99af|Hema FR|TradeTracker|&r={$refid},{$extra_data}|&u={$url}|https://pf.tradetracker.net/?aid=291029&encoding=utf-8&type=csv&fid=618827&categoryType=2&additionalType=2&csvDelimiter=%3B&csvEnclosure=%22&filter_extended=1|csv|true
c524fa81|IBS Books IT|TradeTracker|&r={$refid},{$extra_data}|&u={$url}|https://pf.tradetracker.net/?aid=293529&encoding=utf-8&type=csv&fid=1612621&categoryType=2&additionalType=2&csvDelimiter=%3B&csvEnclosure=%22&filter_extended=1|csv|true
59572bd6|La Feltrinelli IT|TradeTracker|&r={$refid},{$extra_data}|&u={$url}|https://pf.tradetracker.net/?aid=293529&encoding=utf-8&type=csv&fid=1536919&categoryType=2&additionalType=2&csvDelimiter=%3B&csvEnclosure=%22&filter_extended=1|csv|true
f551d637|Meintrendyhandy|TradeTracker|&r={$refid},{$extra_data}|&u={$url}|https://pf.tradetracker.net/?aid=289281&encoding=utf-8&type=csv&fid=737072&categoryType=2&additionalType=2&csvDelimiter=%3B&csvEnclosure=%22&filter_extended=1|csv|true
1f290e8b|Pampling ES|TradeTracker|&tt=8483_12_271466_{$refid},{$extra_data}|&r={$url}|https://pf.tradetracker.net/?aid=271466&encoding=utf-8&type=csv&fid=1092093&categoryType=2&additionalType=2&csvDelimiter=%3B&csvEnclosure=%22&filter_extended=1|csv|true
73ddc1d9|Spartoo Es|TradeTracker|&r={$refid},{$extra_data}|&u={$url}|https://pf.tradetracker.net/?aid=271466&encoding=utf-8&type=csv&fid=478410&categoryType=2&additionalType=2&csvDelimiter=%3B&csvEnclosure=%22&filter_extended=1|csv|true
3fadb671|VidaXL IT|TradeTracker|&r={$refid},{$extra_data}|&u={$url}|https://pf.tradetracker.net/?aid=293529&encoding=utf-8&type=csv&fid=838843&categoryType=2&additionalType=2&csvDelimiter=%3B&csvEnclosure=%22&filter_extended=1|csv|true
89a4e1b7|7dayshop|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=853&categories=1013,1202,1221,1222,1236,5906,1127,1128,5714,1461,20326,1,19,16699,9450,5,6916,1879,1933,7834,1908,1902,6705,2269,2432,2433,2442,756,759,770,757,4466,4472,4469,4468,7363,4459,4462,4461,809,856,859,758,891,549,609,621,3883,626,579,583,560,565,3088,7058,7061,7076,7085,3089,564,592,598,656,658,18909,10001,10212,10225,10228,422,464,473,484,474,475,423,18000,18100,18500,19482,1555,9454,1590,1563,21633,1798,1799,19343,1815,912,20295,20296,20297&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
329ed526|Animalear|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=9775&categories=1013,1310,1326,1331,30,2504,2520,2527&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
c0ea95cc|Atlético de Madrid|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=16195&categories=1013,1461,19904,19910,1541,19889,19891,19893,2269,2394,2411,20351,2202,30,2504,2505,2506,975,979,1555&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
6a2d0587_DE|Autodoc DE|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=15915&categories=1,19,16699,6920,6922&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
6a2d0587_FR|Autodoc FR|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=16395&categories=1,19&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
6a2d0587_IT|Autodoc IT|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=20485&categories=1,19,3,9449,6920,6925,6922,6917,6921,6924,6919&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
6a2d0587_NL|Autodoc NL|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=20585&categories=1&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
57b77b4d_ES|Benetton ES|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=20815&categories=1555,1620,1684,12828,12827,1621,1623,1685,1686,20119&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
57b77b4d_FR|Benetton FR|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=19225&categories=2269,2476,21913,21933,21923,21937,30,42,55,64,2163,1595,20623,20625,20655,20659,20663,17162,20913,20621,20801,20691,18000,18300,19847,1555,9454,1574,1577,1586,1578,1582,1559,8779,1562,19682,19683,1567,1568,15657,1571,1563,8578,1602,1606,20021,20022,1609,1611,1610,20016,1866,21083,1867,1869,1872,1873,1877,1878,1874,1594,1597,21509,9758,1620,1684,12828,12829,12827,1637,16645,1640,1644,16646,1645,16644,1719,1721,1722,1723,1724,1725,1720,1673,20169,1621,1623,1627,1628,1629,1622,1646,1647,20031,20032,20034,1649,1653,21613,21617,1654,1656,1657,1658,1660,1655,1661,1663,1664,1662,16995,20101,20104,1702,1705,1703,1697,1699,1700,1726,1728,20054,20057,1731,1733,20044,20047,20059,20061,20049,20052,1707,1708,1712,1713,1734,20183,20186,20173,20175,20174,20176,1739,20178,20182,20188,20191,1741,20145,20152,20155,20154,20146,20149,20151,1743,20143,1744,20161,20162,20157,1685,1687,1686,1777,1797,8723,8735,8733,8734,8721,19969,8724,8722,8729,8730,19320,8732,8728&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
1510e674|Casio|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=8073&categories=1555,1798,1799&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
9c1ead26|Cect-shop|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=7719&categories=1879,1908,7828,1911,1904,756,759,770,809,823,549,19818,15870&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
35f731ce_1|Curiosite|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=858&categories=2033,9074,2127,2049,2050,2051,1013,1132,1415,1451,1202,1221,1222,1257,1261,1266,1272,5990,1264,5983,1127,1128,5714,1141,1142,1143,1310,1364,1461,1520,1466,1014,1522,1528,8270,1541,1547,1550,1543,1879,1908,2269,9060,2351,2358,756,759,809,823,549,674,7351,19818,19824,19828,585,3435,663,668,2202,2267,2263,2232,2239,2242,2246,30,42,55,59,123,281,290,291,213,241,422,464,476,423,436,10635,975,18000,19843,18400,18410,18411,18300,19844,1555,9454,1577,1567,1568,1556,1557,8288,1746,1798,1777,8721&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
35f731ce_2|Curiosite (Top10)|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=3563&categories=2033,2049,2051,1013,1132,1202,1221,1257,1261,1266,1272,5990,1127,1128,5714,1141,1142,1143,975&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
cd487dd6_DE|Durex DE|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=16935&categories=975,978,9776,9777,9779,980,9786,9784&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
cd487dd6_FR|Durex FR|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=16955&categories=975,978,9776,9777,980&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
363ac628|Ebuyer|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=11355&categories=1013,1300,1461,450,452,20327,756,759,771,776,908,5611,809,891,549,674,599,19818,609,621,627,639,643,552,559,2202,2215,30,134,135,139,18909,2150,17170,422,423,18000,19843,20449,20450,20453,677&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
42f4ddde|FC Moto ES|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=2787&categories=1,24,20004,20007,20005,29,19996,19997,20002,21867,26,25,19988,19989,19981,16639,16641,19978,19984,16638,2269,9060,2383,2389,2351,2358,2362,2365,2364,2394,2414,2397,9696,9692,9691,2405,2406,19944,2432,9052,9053,1555,1602,21813,20015,1620,1637,16645,16644,1719,1673,1679,1649,1669,16995,1702,1688,1689,1734,20173,1736,1739,1735&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
a2692f55|Fila DE|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=15445&categories=1555,9454,1577,1583,1578,1563,1566,1565,1564,1602,1866,1873,1877,1874,1620,1673,1621,1627,1649,1669,1671,1653,16995,1692,1693,1726,1728,1731,1727,1707,1708,1734,1736,1735,1685,1686,20119,1777,8723,20525,8721,8722&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
f46d3292_AT|LEGO AT|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=14515&categories=2202,2217,2219,2257,8508,2239,2242,21901,21903,21905,21871,2243,21907,21909,21889,21887,21875,21897,21911,21893,21891,21873,2246,2244&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
f46d3292_BE|LEGO BE|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=17425&categories=2202,2239,2242,21901,21903,21905,21871,2243,21907,21909,21889,21887,21875,21897,21911,21893,21891,21873,2246,2244&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
f46d3292_CH|LEGO CH|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=14525&categories=2202,2217,2219,2257,8508,2239,2242,21901,21903,21905,21871,2243,21907,21909,21889,21887,21875,21897,21911,21893,21891,21873,2246,2244&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
f46d3292_DE|LEGO DE|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=14435&categories=2202,2217,2219,2257,8508,2239,2242,21901,21903,21905,21871,2243,21907,21909,21889,21887,21875,21897,21911,21893,21891,21873,2246,2244&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
f46d3292_DK|LEGO DK|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=17385&categories=2202,2239,2242,21901,21905,21871,2243,21907,21909,21889,21887,21875,21897,21911,21893,21891,21873,2246,2244&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
f46d3292_ES|LEGO ES|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=17155&categories=2202,2238&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
f46d3292_FI|LEGO FI|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=17415&categories=2202,2239,2242,21901,21903,21905,21871,2243,21907,21909,21883,21889,8680,21887,21875,21897,21911,21893,21881,21891,21873,2246,2244&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
f46d3292_FR|LEGO FR|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=14535&categories=2202,2233,2235,2239,2242,21901,21903,21905,21871,2243,21907,21909,21889,21887,21875,21897,21911,21893,21891,21873,2246&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
f46d3292_IT|LEGO IT|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=17145&categories=2202,2233,2238&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
f46d3292_NL|LEGO NL|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=14545&categories=2202,2239,2242,21901,21905,21871,2243,21907,21909,21889,8680,21887,21875,21897,21911,21893,21881,21891,21873,2244&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
f46d3292_NO|LEGO NO|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=17395&categories=2202,2239,2242,21901,21905,21871,2243,21907,21909,21889,8680,21887,21875,21897,21911,21881,21891,21873,2244&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
f46d3292_SE|LEGO SE|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=17405&categories=2202,2239,2242,21901,21905,21871,2243,21907,21909,21889,8680,21887,21875,21897,21911,21881,21891,21873,2244&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
62742ec0_ES|LiuJo ES|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=17065&categories=30,2504,2520,2526&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
62742ec0_IT|LiuJo IT|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=17055&categories=1938,1940,2163,1595,1555,9454,1574,1559,1590,1562,10559,1567,1556,1563,1746,1866,1798,1620,1684,1637,1673,1649,1653,16995,20064,1734,1685,1777&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
a82d3f7c|PDPaola ES|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=17115&categories=1555,1746&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
a3cef38f|Tiendanimal|Webgains|&clickref={$refid}_{$extra_data1}|&wgtarget={$url}|https://www.webgains.com/affiliates/datafeed.html?action=download&campaign=180165&feeds=7167&categories=1013,1310,1392,1395,1400,1399,19888,1394,1397,6300,6301,1396,1398,1382,1343,1353,1345,1350,1347,6274,1348,1346,1360,1359,1356,1362,1349,1355,1361,1363,1311,1312,1313,1316,1319,1323,1322,1317,1321,1320,1318,1315,1324,1364,1369,1370,1372,1377,1376,1378,1326,8263,1329,1333,1330,6212,6213,1332,1334,8268,1327,1331,6214,6221,8265,1339,6256,6257,6258,1338,1341,1328,1336,1337,1335,1340,6260,6261,6259,1384,1391,1386,1388,6291,6290,1385,1387&fields=extended&fieldIds=description,deeplink,product_id,image_url,category_name,program_name,product_name,price,currency,image_url&format=csv&separator=;&zipformat=gzip_notar&stripNewlines=0&apikey=5c983647010c584e88837dbf9b78b844|csv|true
